feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
mz113.021096333443_rt350.5785	Metabolomics_Round	R3	-0.747012879072333	0.212949749210508	43	43	0.00117829394752321	0.0104181604555544
mz411.017213392123_rt292.934	Metabolomics_Round	R3	-0.566087083107081	0.161451610493159	43	43	0.00118396839716131	0.0104590847805769
mz204.123130003789_rt307.7955	Metabolomics_Round	R3	-0.522476662217195	0.149077756668558	43	43	0.00118903388334364	0.0104853076132596
mz323.185773512868_rt1240.694	Metabolomics_Round	R3	-0.811230639752469	0.231462642305646	43	43	0.00118877879615557	0.0104853076132596
mz829.835754688585_rt5.103	Metabolomics_Round	R3	-0.319569731121348	0.0911952095310518	43	43	0.0011906765678369	0.0104905424479022
mz132.102050948737_rt485.555	Metabolomics_Round	R3	1.6724102491784	0.198120123209752	43	43	0.00119734130811064	0.0105399763037909
mz116.070795555665_rt324.035	Metabolomics_Round	R3	0.343725611548827	0.098219788358698	43	43	0.00120656038176482	0.010611788757826
mz193.034464190398_rt530.7405	Metabolomics_Round	R3	0.275303065563837	0.0787979313665475	43	43	0.00122641354215234	0.0107719111159196
mz183.078328960127_rt996.539	EE_average_per_hour_residual	EE_average_per_hour_residual	0.832359831154704	0.238137140424798	43	43	0.00122692067610324	0.0107719111159196
mz206.128181308892_rt307.857	Metabolomics_Round	R3	-0.537057122248106	0.153754652891234	43	43	0.00122931822578778	0.0107834932086648
mz348.225265714023_rt1111.011	EE_average_per_hour_residual	EE_average_per_hour_residual	0.563449100749983	0.161523279529098	43	43	0.00124541530875864	0.010915121023301
mz465.909898121532_rt5.098	Metabolomics_Round	R3	-0.34435427810526	0.0988552612095553	43	43	0.00126287177887094	0.0110584218815319
mz498.345907782623_rt1755.9935	Metabolomics_Round	R3	0.259850927192082	0.0746554026257039	43	43	0.00127270704247216	0.0111255550171467
mz276.12364673192_rt1735.125	Metabolomics_Round	R3	-1.64038853981722	0.196647694422257	43	43	0.0012738760494633	0.0111255550171467
mz403.818085215554_rt271.691	Metabolomics_Round	R3	0.343704638006741	0.0987487593469656	43	43	0.00127297442912168	0.0111255550171467
mz464.973774417867_rt286.4975	Metabolomics_Round	R3	0.590430768601378	0.169702296346917	43	43	0.0012779507503811	0.0111514027083866
mz312.165559716135_rt359.458	Metabolomics_Round	R3	0.651460577467023	0.187268449278951	43	43	0.00127962024464266	0.0111524187326557
mz217.020815732399_rt531.714	Metabolomics_Round	R3	0.412797224258352	0.118668827634201	43	43	0.00128029767050888	0.0111524187326557
mz98.9954710387283_rt287.1215	Metabolomics_Round	R3	0.748923579988721	0.107675674189503	43	43	0.00128311414553769	0.0111672249394054
mz622.141453783627_rt277.885	Metabolomics_Round	R3	-0.509014409376993	0.146655881379063	43	43	0.00130862559156296	0.0113793529701127
mz261.011473096998_rt315.056	Metabolomics_Round	R3	1.38434263618499	0.178770470725545	43	43	0.00131405540633887	0.011416641236654
mz363.929861771787_rt5.096	Metabolomics_Round	R3	-0.299055330702028	0.0862246196766076	43	43	0.00131780571475485	0.011439285718358
mz475.002789060287_rt286.607	Metabolomics_Round	R3	0.448942546391612	0.12954915928692	43	43	0.00132864650983752	0.0115134012984187
mz812.985448408886_rt277.796	Metabolomics_Round	R3	0.553508848354916	0.159718411720676	43	43	0.0013282456270479	0.0115134012984187
mz144.080972368101_rt763.6195	Metabolomics_Round	R3	0.305211941687943	0.088107555184948	43	43	0.00133366822455207	0.0115469110350828
mz170.033450876791_rt291.998	Metabolomics_Round	R3	1.08652397110548	0.157108662303951	43	43	0.00133733182542784	0.0115686144068153
mz300.180771495098_rt722.0605	Metabolomics_Round	R3	0.938510686371391	0.271210786090611	43	43	0.00134740062624915	0.0116456406763107
mz129.065939677386_rt1711.0225	Metabolomics_Round	R3	0.603632666833694	0.174486389268057	43	43	0.00135106653283111	0.0116672412161581
mz274.177706470283_rt1674.534	Metabolomics_Round	R3	-0.685291026964328	0.198146027047647	43	43	0.00135475363150779	0.0116889873296617
mz146.980554363087_rt1725.117	Metabolomics_Round	R3	0.457526124177554	0.132339991301676	43	43	0.00135977087798306	0.0117221627412333
mz367.251612544274_rt1688.565	Metabolomics_Round	R3	0.48822067850785	0.14126782903002	43	43	0.00136440705715266	0.0117519987696181
mz294.168207845247_rt1189.89	Metabolomics_Round	R3	0.55317091159876	0.160165054408096	43	43	0.00137302954850337	0.0118160890576882
mz772.299432762803_rt1729.249	Metabolomics_Round	R3	3.10712243450551	0.405554908816037	43	43	0.00139430023247731	0.0119888240109829
mz342.085658037155_rt336.026	Metabolomics_Round	R3	-0.388545869381259	0.11270862310124	43	43	0.0013980043011646	0.0120103462299364
mz246.243063972365_rt955.393	EE_average_per_hour_residual	EE_average_per_hour_residual	0.929652954162513	0.269940816152724	43	43	0.00141565511662578	0.0121515460654573
mz334.140013519575_rt801.635	Metabolomics_Round	R3	0.428082418566611	0.124389227162037	43	43	0.00142127969319321	0.0121893627203534
mz314.23871416281_rt1611.081	Metabolomics_Round	R3	-1.11232237379144	0.323462229399441	43	43	0.00143199773906076	0.0122707604032628
mz82.0136298160495_rt239.055	Metabolomics_Round	R3	0.957188531771672	0.0967800646279956	43	43	0.00144016670243888	0.0123250847868401
mz155.047372627304_rt996.5765	EE_average_per_hour_residual	EE_average_per_hour_residual	0.584288397205729	0.169959681002158	43	43	0.0014408024115816	0.0123250847868401
mz503.306533727478_rt789.694	Metabolomics_Round	R3	0.263516358502565	0.0766996428636857	43	43	0.00144455981988948	0.0123466651272605
mz269.074404953609_rt305.064	Metabolomics_Round	R3	-3.40487935302709	0.480681744582158	43	43	0.00144854567262441	0.0123701594587908
mz867.371997810793_rt1317.724	Metabolomics_Round	R3	-1.14615563748393	0.333871428309064	43	43	0.00145582735806359	0.0124217351370613
mz154.084289694547_rt639.753	Metabolomics_Round	R3	0.360770015766869	0.105142673553208	43	43	0.0014627205491086	0.0124699109045917
mz276.789274075345_rt270.359	Metabolomics_Round	R3	0.305858114820595	0.0891605956081751	43	43	0.00146610973888881	0.0124881579121704
mz132.052634750136_rt718.0345	Metabolomics_Round	R3	0.215271575311846	0.0627630220620145	43	43	0.00146819790659196	0.0124953013326976
mz176.953245124567_rt1736.249	Metabolomics_Round	R3	-0.416030280824243	0.121384439090532	43	43	0.00147867341085394	0.0125737534936559
mz254.183389177081_rt1461.0215	Metabolomics_Round	R3	-0.49584426878625	0.144705584056679	43	43	0.00148201361895688	0.0125914496088095
mz941.321673864389_rt4.7665	Metabolomics_Round	R3	-0.297190247137869	0.0867565620105869	43	43	0.00148621073144845	0.0126163899104283
mz276.232237125454_rt1280.3495	Metabolomics_Round	R3	-0.310762285263581	0.09075967552542	43	43	0.00149269593258082	0.0126606949328314
mz532.354322988186_rt1658.002	Metabolomics_Round	R3	-0.883441378600562	0.258055784978184	43	43	0.00149504871092333	0.0126699043298588
mz300.129194818546_rt277.3345	Metabolomics_Round	R3	-0.575686719784795	0.168178348688434	43	43	0.00149663621610218	0.0126726182565807
mz372.311165964237_rt1417.63	Metabolomics_Round	R3	-1.60035630006136	0.467623363181986	43	43	0.00149980306701436	0.0126886892302399
mz226.012104374961_rt1736.016	Metabolomics_Round	R3	-1.05063829692192	0.128416335457664	43	43	0.00150736396224959	0.0127418762658461
mz443.07261239003_rt319.361	Metabolomics_Round	R3	0.658788463944977	0.192649226249343	43	43	0.00151116594801048	0.0127632259122506
